Name Math Java DS Average Total
张三7456 85 61 86 77 232
张三35 76 81 88 81 245
张三1696 71 73 61 68 205
张三6509 75 64 73 70 212
张三7889 86 86 65 79 237
张三4131 61 93 71 75 225
张三4851 93 72 73 79 238
张三294 63 85 79 75 227
张三2027 96 80 97 91 273
张三7908 86 66 70 74 222
张三6445 61 98 77 78 236
张三5654 62 78 97 79 237
张三9333 80 70 92 80 242
张三9337 83 95 84 87 262
张三5867 74 91 99 88 264
张三9029 93 97 71 87 261
张三4037 77 72 89 79 238
张三9267 97 99 94 96 290
张三1099 86 95 95 92 276
张三2003 62 65 62 63 189
张三8589 99 66 62 75 227
张三4559 75 92 89 85 256
张三9381 74 100 88 87 262
张三7284 73 96 73 80 242
张三2766 85 70 63 72 218
张三8162 86 69 99 84 254
张三6023 68 79 73 73 220
张三4094 68 79 88 78 235
张三3457 98 62 98 86 258
张三1073 88 70 88 82 246
张三6397 77 82 70 76 229
张三7982 65 62 72 66 199
张三101 95 92 85 90 272
张三1241 99 71 62 77 232
张三6083 71 83 78 77 232
张三39 93 62 66 73 221
张三794 64 68 81 71 213
张三4360 78 83 75 78 236
张三4183 72 77 92 80 241
张三541 68 96 77 80 241
张三4062 96 60 61 72 217
张三1591 75 87 87 83 249
张三4801 94 68 94 85 256
张三1989 63 61 65 63 189
张三1291 89 76 86 83 251
张三9194 68 97 88 84 253
张三1679 65 93 73 77 231
张三6584 72 69 87 76 228
张三4829 85 76 100 87 261
张三5070 95 90 64 83 249
张三1006 94 91 67 84 252
张三3093 83 95 93 90 271
张三6746 75 60 89 74 224
张三7229 77 68 79 74 224
张三7389 99 71 100 90 270
张三8151 93 99 90 94 282
张三3262 67 72 61 66 200
张三9152 66 75 67 69 208
张三7981 80 67 61 69 208
张三6961 69 97 67 77 233
张三9840 70 75 62 69 207
张三7089 91 94 72 85 257
张三9786 71 71 97 79 239
张三8416 90 61 92 81 243
张三1933 63 69 100 77 232
张三4257 70 61 73 68 204
张三5114 77 83 84 81 244
张三9632 74 92 89 85 255
张三6415 77 78 62 72 217
张三6956 92 96 91 93 279
张三212 67 94 65 75 226
张三4896 92 89 64 81 245
张三8649 97 90 73 86 260
张三7599 71 62 94 75 227
张三2051 78 62 91 77 231
张三4031 61 78 68 69 207
张三247 83 83 62 76 228
张三9656 98 82 93 91 273
张三8280 77 75 91 81 243
张三5167 64 98 63 75 225
张三2473 97 74 66 79 237
张三9514 82 64 82 76 228
张三5344 64 90 81 78 235
张三6936 92 99 99 96 290
张三322 94 91 65 83 250
张三246 87 89 83 86 259
张三9770 97 60 82 79 239
张三5074 91 62 78 77 231
张三2258 65 92 64 73 221
张三2303 89 62 82 77 233
张三7604 66 60 82 69 208
张三8439 74 72 62 69 208
张三613 97 96 72 88 265
张三6108 94 99 66 86 259
张三7032 80 96 82 86 258
张三9445 97 94 94 95 285
张三7663 83 83 86 84 252
张三1571 82 96 71 83 249
张三9146 77 69 61 69 207
张三3907 92 73 65 76 230
张三2351 83 78 95 85 256
张三9527 78 82 96 85 256
张三1887 91 97 64 84 252
张三5304 97 89 82 89 268
张三2686 95 85 86 88 266
张三62 82 65 96 81 243
张三2146 97 77 92 88 266
张三8451 98 71 64 77 233
张三8805 67 73 67 69 207
张三2787 82 61 93 78 236
张三1028 75 90 63 76 228
张三7586 98 63 78 79 239
张三1686 96 71 64 77 231
张三3996 60 67 87 71 214
张三7287 60 71 81 70 212
张三3880 97 71 76 81 244
张三2552 87 99 79 88 265
张三5758 74 88 72 78 234
张三3917 78 94 71 81 243
张三7346 84 67 73 74 224
张三7909 94 88 70 84 252
张三1910 79 69 62 70 210
张三2911 70 87 84 80 241
张三8173 62 66 69 65 197
张三5264 82 90 100 90 272
张三5979 88 86 61 78 235
张三3187 72 98 68 79 238
张三2472 97 60 73 76 230
张三4510 80 65 91 78 236
张三5996 62 71 81 71 214
张三6670 99 99 88 95 286
张三7436 100 82 75 85 257
张三9967 81 81 79 80 241
张三1250 93 91 64 82 248
张三7545 76 93 61 76 230
张三905 88 79 90 85 257
张三8086 92 93 74 86 259
张三5936 78 72 99 83 249
张三9673 81 100 61 80 242
张三366 100 72 97 89 269
张三5827 97 86 92 91 275
张三4722 61 72 87 73 220
张三7168 80 65 94 79 239
张三6343 95 97 99 97 291
张三4693 80 96 80 85 256
张三5240 93 96 73 87 262
张三3141 82 60 85 75 227
张三5216 84 99 75 86 258
张三5427 87 96 93 92 276
张三2476 67 76 73 72 216
张三1608 70 84 61 71 215
张三6455 73 94 92 86 259
张三8379 69 87 79 78 235
张三88 66 99 70 78 235
张三7557 80 65 98 81 243
张三9256 81 87 67 78 235
张三4534 80 100 84 88 264
张三3623 95 61 74 76 230
张三187 88 81 63 77 232
张三3601 94 91 97 94 282
张三2203 94 67 90 83 251
张三664 95 95 73 87 263
张三4309 84 89 91 88 264
张三734 87 68 69 74 224
张三4381 67 64 91 74 222
张三2880 68 65 88 73 221
张三4904 77 74 82 77 233
张三8039 72 85 86 81 243
张三1765 93 92 73 86 258
张三4995 79 79 71 76 229
张三9853 91 72 66 76 229
张三3345 83 75 90 82 248
张三6440 73 96 70 79 239
张三5668 88 61 80 76 229
张三5828 85 87 68 80 240
张三3637 70 99 97 88 266
张三1227 61 72 89 74 222
张三5290 93 98 83 91 274
张三2350 64 83 60 69 207
张三3186 99 83 78 86 260
张三9698 67 76 63 68 206
张三5692 79 62 90 77 231
张三9006 84 75 83 80 242
张三6090 84 99 84 89 267
张三1844 96 67 92 85 255
张三6774 66 73 69 69 208
张三828 74 91 77 80 242
张三8228 85 85 99 89 269
张三429 93 82 86 87 261
张三5035 86 80 69 78 235
张三6854 81 66 85 77 232
张三3630 83 65 96 81 244
张三2983 80 60 69 69 209
张三9032 96 85 95 92 276
张三6825 91 64 89 81 244
张三267 83 94 71 82 248
张三4478 79 91 100 90 270
张三6740 61 88 91 80 240
张三1069 71 61 91 74 223
张三240 60 88 67 71 215
张三5655 65 70 99 78 234
张三9841 68 65 61 64 194
张三8542 69 91 78 79 238
张三9400 72 77 95 81 244
张三2026 70 94 82 82 246
张三9906 63 79 83 75 225
张三8022 91 79 62 77 232
张三1367 91 98 98 95 287
张三8535 67 70 97 78 234
张三1512 72 95 93 86 260
张三7491 80 89 90 86 259
张三978 81 100 84 88 265
张三4874 99 100 64 87 263
张三7264 99 91 100 96 290
张三6656 72 77 85 78 234
张三2135 83 60 62 68 205
张三6488 99 79 67 81 245
张三9728 81 76 82 79 239
张三7651 94 68 98 86 260
张三5075 97 76 69 80 242
张三6212 73 71 93 79 237
张三5279 62 82 75 73 219
张三8893 73 92 77 80 242
张三8055 95 94 74 87 263
张三1599 65 100 65 76 230
张三4875 99 96 99 98 294
张三7112 97 72 77 82 246
张三8446 71 98 61 76 230
张三2897 71 68 89 76 228
张三6727 89 97 76 87 262
张三2532 76 66 71 71 213
张三8243 66 73 69 69 208
张三6695 64 68 63 65 195
张三5892 74 72 78 74 224
张三2229 87 83 87 85 257
张三8993 99 82 84 88 265
张三230 89 86 72 82 247
张三5785 100 85 74 86 259
张三6647 73 86 99 86 258
张三1128 78 94 91 87 263
张三1368 98 98 60 85 256
张三6597 97 100 87 94 284
张三4274 98 69 87 84 254
张三2727 71 79 61 70 211
张三9231 71 94 82 82 247
张三5626 97 84 98 93 279
张三9492 88 67 92 82 247
张三2670 100 98 97 98 295
张三504 67 81 84 77 232
张三4531 96 76 74 82 246
张三8581 89 80 78 82 247
张三3232 86 61 71 72 218
张三6407 82 95 98 91 275
张三8495 99 94 66 86 259
张三8895 81 94 69 81 244
张三7069 69 73 62 68 204
张三5311 73 76 82 77 231
张三2297 95 69 71 78 235
张三6198 71 60 99 76 230
张三3628 78 93 92 87 263
张三6041 79 71 99 83 249
张三8308 86 88 80 84 254
张三5164 71 84 60 71 215
张三9976 65 60 87 70 212
张三6834 67 96 61 74 224
张三1393 90 82 91 87 263
张三8043 62 91 67 73 220
张三1029 80 98 75 84 253
张三4956 100 93 91 94 284
张三5733 79 65 76 73 220
张三6488 99 67 66 77 232
张三4212 84 94 77 85 255
张三1992 87 62 83 77 232
张三8555 89 75 63 75 227
张三1547 62 62 76 66 200
张三3514 89 86 74 83 249
张三9796 93 89 98 93 280
张三5781 65 79 96 80 240
张三6829 87 74 87 82 248
张三7977 66 66 75 69 207
张三2099 98 63 61 74 222
张三4590 82 81 70 77 233
张三9811 75 98 97 90 270
张三9583 93 64 96 84 253
张三6797 89 100 97 95 286
张三7892 95 70 85 83 250
张三6334 72 69 61 67 202
张三5563 62 92 79 77 233
张三3886 81 87 94 87 262
张三5719 66 82 71 73 219
张三3248 66 83 91 80 240
张三120 83 86 86 85 255
张三4069 97 99 63 86 259
张三8525 68 72 98 79 238
张三4226 78 61 75 71 214
张三567 78 73 72 74 223
张三3030 94 94 87 91 275
张三7410 76 100 72 82 248
张三3742 80 68 95 81 243
张三2867 66 96 87 83 249
张三6366 82 73 90 81 245
张三6244 95 73 77 81 245
张三4210 84 63 83 76 230
张三1606 96 75 65 78 236
张三181 64 97 60 73 221
张三719 65 100 68 77 233
张三1293 97 66 77 80 240
张三9370 87 79 80 82 246
张三2360 93 64 89 82 246
张三9307 96 74 80 83 250
张三2370 87 91 90 89 268
张三528 100 82 64 82 246
张三9484 67 89 77 77 233
张三1130 78 62 78 72 218
张三3170 96 66 77 79 239
张三4452 61 95 80 78 236
张三4425 95 63 90 82 248
张三5753 65 93 77 78 235
张三7572 85 69 99 84 253
张三3124 81 68 92 80 241
张三9604 98 65 88 83 251
张三9885 74 100 66 80 240
张三5561 85 94 82 87 261
张三8178 67 78 85 76 230
张三902 75 77 92 81 244
张三5992 95 80 79 84 254
张三4361 79 93 70 80 242
张三2342 86 91 96 91 273
张三7254 91 94 72 85 257
张三7830 77 71 73 73 221
张三7721 69 84 69 74 222
张三307 71 92 63 75 226
张三881 66 80 89 78 235
张三7888 90 66 73 76 229
张三8368 80 69 93 80 242
张三4000 70 66 71 69 207
张三3219 72 68 78 72 218
张三1747 98 81 82 87 261
张三8626 60 84 100 81 244
张三7271 80 73 89 80 242
张三1475 98 62 64 74 224
张三4354 60 61 94 71 215
张三4200 85 82 78 81 245
张三5000 97 81 69 82 247
张三883 79 88 91 86 258
张三3200 65 71 85 73 221
张三6120 99 67 64 76 230
张三1619 88 66 65 73 219
张三7595 86 84 85 85 255
张三3433 93 89 98 93 280
张三5852 68 86 72 75 226
张三4039 86 68 97 83 251
张三7253 90 68 96 84 254
张三9863 93 63 95 83 251
张三8570 91 73 75 79 239
张三3998 87 64 79 76 230
张三4221 88 97 67 84 252
张三892 60 77 90 75 227
张三9598 100 60 95 85 255
张三4822 73 95 67 78 235
张三6481 88 97 93 92 278
张三9363 62 86 67 71 215
张三9010 89 78 69 78 236
张三7601 78 66 72 72 216
张三1188 89 61 91 80 241
张三5305 99 74 65 79 238
张三9397 66 83 65 71 214
张三1776 62 63 81 68 206
张三5898 88 69 88 81 245
张三5617 74 79 92 81 245
张三1797 67 81 65 71 213
张三5141 99 95 85 93 279
张三451 75 72 72 73 219
张三5643 92 69 76 79 237
张三4791 62 97 65 74 224
张三8263 100 100 73 91 273
张三4530 99 62 100 87 261
张三7673 93 84 100 92 277
张三1758 60 73 63 65 196
张三8307 92 75 74 80 241
张三5867 81 92 92 88 265
张三1360 92 74 63 76 229
张三1304 86 89 83 86 258
张三7290 70 68 78 72 216
张三4131 96 70 84 83 250
张三1042 92 84 67 81 243
张三5844 81 62 82 75 225
张三9730 77 77 97 83 251
张三5465 86 95 88 89 269
张三4986 64 87 71 74 222
张三3350 84 73 98 85 255
张三4727 67 64 95 75 226
张三2701 78 76 79 77 233
张三1541 88 95 69 84 252
张三7274 83 65 80 76 228
张三7445 78 85 63 75 226
张三6227 77 62 85 74 224
张三7210 84 67 60 70 211
张三9621 78 97 81 85 256
张三5015 95 72 87 84 254
张三521 61 92 76 76 229
张三1628 98 66 61 75 225
张三2192 90 64 90 81 244
张三1852 72 67 66 68 205
张三1358 90 68 73 77 231
张三4467 62 85 60 69 207
张三997 61 77 63 67 201
张三9383 93 70 79 80 242
张三8668 78 87 61 75 226
张三9241 71 76 71 72 218
张三8817 63 68 85 72 216
张三5186 65 85 75 75 225
张三66 86 95 86 89 267
张三9033 87 70 80 79 237
张三944 71 65 79 71 215
张三6556 99 73 90 87 262
张三46 68 90 64 74 222
张三9135 78 84 85 82 247
张三9086 93 88 90 90 271
张三3469 91 99 75 88 265
张三9835 98 93 65 85 256
张三1602 84 68 81 77 233
张三8415 61 71 83 71 215
张三5972 100 100 83 94 283
张三2913 100 96 64 86 260
张三6721 95 68 93 85 256
张三2812 81 93 64 79 238
张三981 68 98 70 78 236
张三1200 88 62 84 78 234
张三6386 60 89 72 73 221
张三3245 77 62 84 74 223
张三3496 85 67 93 81 245
张三6902 78 67 96 80 241
张三4404 86 87 80 84 253
张三4333 77 88 80 81 245
张三7224 68 87 85 80 240
张三5024 66 91 60 72 217
张三8694 65 92 99 85 256
张三4060 64 89 82 78 235
张三9627 82 67 67 72 216
张三1548 71 65 93 76 229
张三419 61 65 91 72 217
张三1661 96 93 60 83 249
张三6374 64 83 98 81 245
张三2273 98 96 88 94 282
张三5022 91 67 80 79 238
张三8671 67 61 93 73 221
张三213 72 79 92 81 243
张三7317 74 64 62 66 200
张三173 93 78 79 83 250
张三8133 76 78 97 83 251
张三9257 100 68 67 78 235
张三6289 75 81 90 82 246
张三5643 98 80 94 90 272
张三6976 61 60 74 65 195
张三9674 83 98 100 93 281
张三9123 74 69 61 68 204
张三77 68 83 75 75 226
张三6558 82 80 92 84 254
张三7805 98 97 92 95 287
张三7570 65 98 85 82 248
张三9694 93 84 78 85 255
张三6363 80 90 89 86 259
张三6694 84 74 68 75 226
张三2363 78 70 69 72 217
张三3888 94 97 91 94 282
张三5874 73 86 95 84 254
张三2019 92 65 84 80 241
张三1040 69 86 65 73 220
张三2761 94 69 98 87 261
张三9606 77 88 85 83 250
张三2455 98 65 76 79 239
张三1435 78 91 72 80 241
张三1547 65 72 70 69 207
张三294 94 77 82 84 253
张三9436 96 78 76 83 250
张三5830 100 93 82 91 275
张三6973 69 100 99 89 268
张三5267 73 61 87 73 221
张三1338 82 70 75 75 227
张三769 96 93 70 86 259
张三514 91 95 95 93 281
张三958 60 62 72 64 194
张三7084 71 81 81 77 233
张三7548 84 91 61 78 236
张三3583 84 74 78 78 236
张三601 73 75 70 72 218
张三4140 94 77 86 85 257
张三8349 88 82 61 77 231
张三9611 80 73 73 75 226
张三80 88 62 91 80 241
张三5953 99 82 87 89 268
张三3058 85 99 69 84 253
张三8061 96 67 64 75 227
张三6949 74 88 95 85 257
张三3782 74 87 74 78 235
张三1736 95 72 72 79 239
张三5350 70 84 87 80 241
张三7605 61 76 65 67 202
张三7955 83 89 61 77 233
张三7756 60 65 72 65 197
张三7680 82 76 100 86 258
张三7642 86 79 78 81 243
张三3530 72 97 84 84 253
张三6601 81 88 76 81 245
张三784 74 80 60 71 214
张三351 100 88 86 91 274
张三5385 72 67 89 76 228
张三5339 66 80 99 81 245
张三1601 98 90 79 89 267
张三8402 76 67 70 71 213
张三7702 92 100 99 97 291
张三7743 67 72 92 77 231
张三6838 65 92 83 80 240
张三3669 70 98 78 82 246
张三2885 93 63 75 77 231
张三90 73 82 98 84 253
张三3469 62 61 81 68 204
张三241 91 100 89 93 280
张三4881 91 97 63 83 251
张三2618 71 69 77 72 217
张三6142 88 78 64 76 230
张三5584 70 66 94 76 230
张三1911 94 95 61 83 250
张三1646 69 94 86 83 249
张三6491 75 82 61 72 218
张三4865 100 81 89 90 270
张三3631 92 69 96 85 257
张三7365 94 68 85 82 247
张三9378 99 68 74 80 241
张三3451 78 80 76 78 234
张三7689 85 96 69 83 250
张三2278 63 65 61 63 189
张三1031 63 86 83 77 232
张三2565 100 73 60 77 233
张三707 82 92 87 87 261
张三5327 88 95 61 81 244
张三4114 60 71 97 76 228
张三3104 62 84 90 78 236
张三8680 94 70 77 80 241
张三6661 81 88 92 87 261
张三4696 81 89 71 80 241
张三2629 96 100 99 98 295
张三1772 100 92 88 93 280
张三8083 80 63 100 81 243
张三6142 83 80 71 78 234
张三508 89 61 71 73 221
张三8548 89 99 83 90 271
张三4154 68 60 92 73 220
张三4920 91 70 63 74 224
张三6236 66 63 84 71 213
张三4602 77 91 94 87 262
张三8968 78 96 60 78 234
张三3314 93 77 68 79 238
张三5906 86 70 74 76 230
张三614 74 63 63 66 200
张三3576 72 86 85 81 243
张三4059 86 73 66 75 225
张三1856 87 96 86 89 269
张三4808 66 73 91 76 230
张三9100 99 75 82 85 256
张三1884 80 60 67 69 207
张三471 60 83 82 75 225
张三4829 75 81 93 83 249
张三477 78 69 86 77 233
张三6974 94 69 83 82 246
张三3154 67 91 69 75 227
张三4042 65 85 100 83 250
张三5905 89 96 63 82 248
张三5341 65 73 72 70 210
张三5458 76 75 74 75 225
张三7229 91 92 85 89 268
张三6918 96 61 61 72 218
张三1117 75 71 69 71 215
张三9387 64 76 75 71 215
张三715 96 78 78 84 252
张三4146 95 88 75 86 258
张三5752 86 82 75 81 243
张三3852 92 95 97 94 284
张三1900 61 61 92 71 214
张三3740 96 77 69 80 242
张三9128 70 64 63 65 197
张三8305 78 86 65 76 229
张三3206 97 78 75 83 250
张三9444 87 80 60 75 227
张三7595 62 72 64 66 198
张三4520 78 90 68 78 236
张三5442 77 78 63 72 218
张三5349 73 92 84 83 249
张三3911 75 99 82 85 256
张三1554 97 73 89 86 259
张三5577 100 82 63 81 245
张三4302 63 86 64 71 213
张三4102 88 66 92 82 246
张三8861 78 71 72 73 221
张三3932 89 95 90 91 274
张三6982 84 87 75 82 246
张三6232 87 74 70 77 231
张三2573 80 81 60 73 221
张三5785 61 85 73 73 219
张三6637 100 69 79 82 248
张三6092 73 73 63 69 209
张三9954 64 87 62 71 213
张三2386 60 80 100 80 240
张三4489 91 63 90 81 244
张三4799 87 62 94 81 243
张三6998 64 95 70 76 229
张三6395 63 82 95 80 240
张三800 71 84 93 82 248
张三3311 92 94 60 82 246
张三4213 96 81 95 90 272
张三6722 90 65 80 78 235
张三6605 60 67 71 66 198
张三8856 60 66 73 66 199
张三5556 81 76 63 73 220
张三7794 76 73 64 71 213
张三1103 79 68 69 72 216
张三8272 91 89 74 84 254
张三5535 78 89 95 87 262
张三8223 68 77 76 73 221
张三9724 64 66 84 71 214
张三3267 78 78 77 77 233
张三9474 84 75 86 81 245
张三3901 65 87 66 72 218
张三7845 79 78 65 74 222
张三2588 95 79 67 80 241
张三1948 60 76 65 67 201
张三498 61 79 73 71 213
张三5180 82 70 73 75 225
张三6107 99 66 70 78 235
张三8373 92 79 65 78 236
张三384 97 83 61 80 241
张三5835 80 61 64 68 205
张三5816 96 60 87 81 243
张三4766 95 77 77 83 249
张三8953 66 88 95 83 249
张三9017 78 68 66 70 212
张三8746 72 93 72 79 237
张三669 91 69 82 80 242
张三5371 99 73 69 80 241
张三5421 81 76 72 76 229
张三6788 74 80 66 73 220
张三236 72 88 97 85 257
张三2739 93 94 63 83 250
张三4267 65 95 73 77 233
张三8440 82 73 85 80 240
张三6480 75 89 83 82 247
张三2661 67 92 78 79 237
张三6013 83 79 99 87 261
张三7455 75 90 79 81 244
张三3691 82 67 74 74 223
张三9231 61 78 80 73 219
张三5723 86 100 70 85 256
张三3418 61 81 67 69 209
张三3015 96 80 93 89 269
张三7439 92 90 81 87 263
张三2108 88 89 66 81 243
张三9222 85 88 80 84 253
张三6197 72 93 75 80 240
张三979 64 71 67 67 202
张三7220 89 81 78 82 248
张三470 84 87 88 86 259
张三2485 77 91 74 80 242
张三4487 98 89 93 93 280
张三1818 95 72 94 87 261
张三1785 87 68 99 84 254
张三3705 62 97 66 75 225
张三5178 82 72 63 72 217
张三1401 96 91 85 90 272
张三5035 99 78 78 85 255
张三2496 90 93 75 86 258
张三8903 90 95 83 89 268
